id,route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude, desc, protection, num_votes
14829,Chocolate Thunder,The Brown Wall > Thunder Ridge > West Creek > South Platte > Colorado,https://www.mountainproject.com/route/106142722/chocolate-thunder,3.7,Sport,5.12-,1,75.0,39.1994,-105.21801,Approximately 100' to the right of the Reptile Butress is another... well~ big brown buttress! You can't miss this one~ 8 bolts take you up the left side of a brown prow.,8 bolts plus the anchor next to the dead tree.,28
14830,Codeine,Lincoln Lake Slabs > Mt. Evans > Alpine Rock > Colorado,https://www.mountainproject.com/route/114531690/codeine,3.2,"Sport, Alpine",5.12-,1,60.0,39.6178,-105.6056,Start on the ledge.  Two options to start: either carefully climb jug flakes up and right to the first bolt (big holds~ one 5.9ish move)~ or start on the far right end of the ledge~ plug some bomber small cams in the flake~ then make a move up and left to the first bolt.   Pull through the bulge and climb the slab (crux). Tackle a short~ steep section before the anchors. There is an optional cam placement before the final bolt.,5 bolts~ optional microcams for the beginning~ and a 2 bolt anchor.,6
14831,Crack Seam,The Blank Check Wall > Lime Park (a.k.a. Lime Creek) > Eagle/Vail/Minturn/Red Cliff > Colorado,https://www.mountainproject.com/route/112011471/crack-seam,2.7,Sport,5.12-,1,50.0,39.40677,-106.65365,"This ascends the finger crack to the right of the ""Blank Check"" project. Climb fun fingerlocks and sidepulls to a good rest~ and surmount a small bulge to gain the anchors.",5 bolts?,6
14832,Critical Thoughts,Pleasure Dome > Buena Vista > Colorado,https://www.mountainproject.com/route/116785063/critical-thoughts,1.0,Sport,5.12-,1,40.0,38.8388,-106.1329,There are 2 variations to this route~ if you stay to the left of bolts~ it's a hard 12~ but if you stay right it's a soft 11.,4 bolts to coldshuts.,1
14973,Ginseng Rush,Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758047/ginseng-rush,2.8,Sport,5.12a/b,1,60.0,40.00278,-105.38856000000001,Ginseng Rush is in the gully area of Blob Rock~ just right of Jolt Cola.    It feels scary between the 3rd and 4th bolt~ but it is not really dangerous. This is runout on 10a ground between the 4th and 5th bolt - gear can be placed here if desired.     It will work your forearms~ fingers~ footwork~ and lead head all at once! Nice climb.,5 bolts~ small wires and cams can also be placed if desired.,13
14974,Gneiss Route,The Mission Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105762999/gneiss-route,2.5,Sport,5.12a/b,2,,39.7392,-105.323,In the summer of 2000 Greg Purnell put up a route through the main black sector of the Mission Wall. Gneiss Route starts roughly in the middle sector of the wall~ in the main section that has been cleared of undergrowth.  The climbing starts just left of the pegmatite band; this band holds a nice route in its own right.     P1. For Greg's route~ angle up left toward a small overhang and a tricky 5.11 crux 15 feet off the deck. Some interesting climbing in the 5.10/5.11 range gets you to a double bolt anchor at 90 feet. This makes a fine 5.11 pitch all by itself~ although it still needs a bit of cleaning at the belay ledge--you'll need two ropes to get down from the 120' anchor though.    P2. The second pitch jumps left a bit immediately for a questionable flake~ straightens out and heads for the black overhang above. The overhang can be negotiated on some remarkably huge holds at 5.12a. You can stop just over this roof or continue up the slab for 40 feet more. This provides good access to the Surette Ledge without the hair-ball scramble used when approached from above. Two stars for a lot of good climbing~ largely but not completely good stone~ and the well constructed bolting job.,QD only. This two pitch route can be done with a 60 m rope~ but double ropes makes much better sense all around both for the raps and for the potential to string pitches together. The first pitch is 5.11 and the second is 5.12a/b.     The first pitch anchor is at 120' so be careful if you're only doing the first pitch.    Two finishes can be had for the upper pitch. One ends just above the overhang. Alternatively~ you can continue through the black slab above for another 40 ft and pick up a third double bolt anchor at the Surette ledge.,11
14975,Go Spuds Go,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106125666/go-spuds-go,4.0,Trad,5.12a/b,1,30.0,40.7143,-105.2934,This is one of Craig Leubben's favorite offwidths! It's only about 15' of climbing to the crux pivot at the lip~ but continue climbing the next 20' to a tree. Walk off.    Approach by the Grey Rock summit trail. Start looking towards Grey Rock about 5 minutes past the meadow~ and you will see the steeply angled offwidth boulder to the left up the slope. It takes about 1 hour to reach Go Spuds Go from the parking lot.,A #5 and one or two #6 Camalots (c4s).,4
14976,Gun Show,Meat Wall > Rifle Mountain Park > Rifle > Colorado,https://www.mountainproject.com/route/107606649/gun-show,3.1,Sport,5.12a/b,1,110.0,39.72096,-107.6897,This is a very nice addition from Martin~ a typical Rifle start with pocket and sidepulls leads to the second half where stemming and intricate corners prevail.,16 bolts - fixed anchors at top.    Rope length = I used a 70m but was told that a 60 m is just enough (but didn't check myself).,45
14977,Handsome Alien,Cactus Rose Cliff > Shelf Road > Canon City > Colorado,https://www.mountainproject.com/route/106444927/handsome-alien,2.0,Sport,5.12a/b,1,,38.6317,-105.2306,The crux is pulling the roof.,3 bolts~ to a two bolt anchor.,3
14978,Hats Off,Rock Of Ages > Fern Canyon Rocks > RMNP - Rock > Alpine Rock > Colorado,https://www.mountainproject.com/route/105758563/hats-off,4.0,Trad,5.12a/b,2,200.0,40.352090000000004,-105.65432,Hats Off is located on Rock of Ages.    P1. Climb the first pitch of Days of Heaven and belay.     P2. Do the first few moves of the second pitch then continue straight up a thin tips crack (12a). Climb up this seam until you are eye level with a row of grips heading right. Place a good piece of gear high in the crack and campus right. The hand holds are pretty good~ but the feet really suck. One can place a medium wire about halfway out the traverse. Continue traversing until you slab out on the far right shoulder of the cliff. The gear on this route is not easy to place. The RPs and TCUs are all solid but require some jiggery-pokery.    Hats Off is a hard route to on-sight! One has to be good at placing small pro and moderately  bold. The crux pitch is a good candidate for a pre-load. There is no fixed anchor on top.    Descend down the east slabs.,This route requires small TCUs and RPs. Double up on TCUs purple through yellow. Several #4 and #5 RPs would also be a good idea.,4
14979,Heavy Weather,The Bank > Shelf Road > Canon City > Colorado,https://www.mountainproject.com/route/105750028/heavy-weather,3.7,Sport,5.12a/b,1,,38.6331,-105.2297,This is a beautiful line up the left side of Surreal Estate Wall (the third big clean wall reached from the standard North side approach). The belayer relaxes on inclined rock as the leader tackles the continual cruxes. A few shakeouts can be found and will certainly help. The first crux pulls through on pockets~ a mid-bouldery crux pulls edges before reaching a final overlap and the third major crux overlap. It is sequential~ pumpy~ and awesome!,10 bolts to 2 bolt anchor.,161
14980,Here Today Gone Tomorrow,The Gym > Shelf Road > Canon City > Colorado,https://www.mountainproject.com/route/111590284/here-today-gone-tomorrow,3.0,Sport,5.12a/b,1,100.0,38.6329,-105.2165,Start as for Butt Flambé~ and free solo up the low angled/slab ramp to a set of anchors at 35 feet. From here~ hang a long sling and traverse right to clip the first bolt of the route. After clipping the first bolt~ easily reach back and unclip the anchor sling. From the ledge~ climb straight up the striking arête~ using opposing sidepulls in the crack and the arête. At about 80 feet~ surmount a chossy ledge (tons of loose rock) and look up. From here~ a few more clips on a looming/ overhanging white and black streaked bulge protect the chains. Although the holds are very positive and juggy~ a pump sets in due to the steepness. Feel the exposure as you crank the overhanging prow at the top with the river far down below.    Despite never seeing anyone on this thing in all the years I have been going to Shelf~ I thought it was quite fun movement and spectacular position.    CAUTION - a 70 meter rope is required to lower to the ground.,10 bolts/ 2 bolts anchor.,1
14981,High Return,New Economy Cliff > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/107758079/high-return,0.5,Sport,5.12a/b,1,70.0,39.74135,-105.34674,This may be the chossiest route at New Economy~ so you know it's bad.,Bolts.,2
14982,Hope,Pup Tent of Solitude > Main Elk Creek > Glenwood Springs > Colorado,https://www.mountainproject.com/route/107506848/hope,2.7,Sport,5.12a/b,1,60.0,39.682959999999994,-107.57728999999999,In my opinion~ this is one of the best routes at the Pup Tent.  The rock is bomber and it has great~ engaging moves all the way to the anchors.    Climb a colorful face past well-spaced bolts to a heartbreaking crux right at the anchors.,7 bolts.  Carabiners at anchors.,7
15123,Surviving The Times,5. The Middle Ages > North Side > Volunteer Canyon (The Cwm) > Sycamore Canyon > Northern Arizona > Arizona,https://www.mountainproject.com/route/114440034/surviving-the-times,4.0,Trad,5.13+ R,1,190.0,35.120290000000004,-111.93565,A long and unique basalt climb.  It is kind of a direct version of Edge of an Age.  Starts with Edge of an age P1 and follows same line past the first 2 bolts.  At this point Edge of an age splits right~ and STT goes left.  Step across into a stance at the base of a small left facing dihedral and climb to good holds on a flake feature.  Move up into a low-angle dihedral with an undercling rail feature.  From here~ climb towards and through a hanging dihedral with gymnastic movement to a smooth face with small features.  The smooth face ends in a hand jam pod and meets up with Edge of an Age to climb the last 80' of that climb's beautiful finger crack on arete.,FA done without clipping any bolts.  The protection on this line can be sparse and difficult to place~ and some placements are unreliable.  Bring cams from 00C3 to #2 C4~ up to 4 0C3 size~ 4 1C3 Size~ and triples of 0.3 and 0.4.  Double 0.5 and single 0.75~ #1~ #2 C4.   2 sets of offset RP's~ a set of square RP's~ and a set of regular nuts.,1
15124,The Emerald,The Pond > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/112398348/the-emerald,3.0,Sport,5.13+,1,60.0,33.3104,-111.06756000000001,The harder line to the left of Desert Devil. Apparently holds have broken...,Suspect/missing bolts.,1
15125,The Microwave,DWS West Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,https://www.mountainproject.com/route/106540939/the-microwave,4.0,Trad,5.13+ PG13,1,40.0,34.96125,-110.65969,Great low crux for those who have super pinch strength and a sustained bit of rock climbing follows.,Mother Nature,1
15126,Total Fruitcake,The White Wall > The Pit (aka Le Petit Verdon) > Flagstaff Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/113950712/total-fruitcake,3.0,Sport,5.13+,1,90.0,35.1292,-111.5973,This is an all natural variation to Total Recall that breaks off to the right at its crux and finishes just left of Fruit Bowl. After the jug rest of TR (7th bolt~ use runner) set up for the crux but continue cruxing to the right with a few ambitious and improbable long moves. Chase a couple more clips up thoughtful climbing up to and over smooth bulges.,A dozen bolts if starting with Total Recall. Probably the same if starting with Joker,2
15127,Magnum Opus,The Grail > Lime Kiln Canyon > The Arizona Strip > Northern Arizona > Arizona,https://www.mountainproject.com/route/108747957/magnum-opus,3.7,Sport,5.13c/d,1,120.0,36.65703,-114.00822,Climb up and right out of a pod and through some easy (and at time questionable) terrain. A short section of ledges leads to the first crux trending left and to a shared rest with Horse Platitudes. From here enter the routes crux through very tight pockets and small edges. The climbs red point crux then comes several bolts higher with a strange right hand imaginary hold and a big move up and left to a gaston. Carry on to the chains. Only seen 2 repeats at time of writing. Originally suggested as 14a. A brilliant pitch!,QD's 70 M rope,10
15128,Crack and Shatter,West Side > Winslow Wall > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,https://www.mountainproject.com/route/112974197/crack-and-shatter,4.0,Sport,5.13d,1,80.0,34.94209,-110.6632,Back-to-back boulder problems on bullet rock followed by delicate climbing to the top. Route name largely attributable to Winslow prison inmate who demolished his cell window with two successive punches.,Bolts,2
15129,Dead By 30,Beaver Wall > 4 - Windy Point West > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108474466/dead-by-30,3.0,Sport,5.13d,1,40.0,32.36748,-110.7184,Dead By 30 begins with a longer than it seems pull to an obvious jug and the first bolt.  A hard~ thin and insecure sequence or a 6 foot dyno gains the jugs in the ripples and the second bolt.  After a rest in the ripples~ clip bolt 3 and head up and slightly left through a wild ~V9 crux section involving slopers~ an undercling~ and a 3 points off dyno to a full pad rounded edge.  Carefully clip bolt 4 and encounter a very non-trivial sequence establishing on the slab above.  With the last bolt clipped~ either walk off up the slab after untying or move a few feet left to use the anchors for Last Supper.    A skilled and implicitly trusted belayer is required to climb this route safely.  The fall off of the end of the crux and getting established to clip bolt 4 has the potential to be quite serious.  A hard catch might be painful on the vertical wall~ but will be necessary to keep the climber off the deck should they fall while clipping.  The 3rd bolt is as high as it could reasonably be and it would be nigh impossible to clip in the middle of the crux even if a bolt were added.  Be cognizant of the risk and manage it appropriately.    Big thanks to Liam Oden and Alex Kirkpatrick for envisioning and equipping this line.  It had been previously scouted by Eric Rhicard (the current last bolt was added as a directional) but passed over as too difficult.,5 bolts.  You can either walk up the slab~ untie and walk off~ or move up and left up easy ground to the Last Supper anchor to lower and retrieve your quickdraws.,2
15130,Eyewitness Blues,Main Wall > The Asylum > Jacks Canyon > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,https://www.mountainproject.com/route/114169447/eyewitness-blues,4.0,Sport,5.13d,1,90.0,34.74935,-111.07881,A cool looking line that manages to break through the large roof capping the lower tier of the crag. Off the ground~ two engaging sections of climbing lead to a technical and unique crux entering into the dihedral on the left side of the hanging double arête/pillar. Climb to the top of the dihedral and to an obvious rest at the horizontal. Recoup and fire the potentially heartbreaking last boulder problem over the roof. Follow the large flake feature leading to an interesting mantle to clip the anchor.,12 bolts to anchor with fixed carabiners. Stick-clipping the second bolt is nice.,1
15131,Hebe,Beaver Wall > 4 - Windy Point West > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105827437/hebe,3.8,Sport,5.13d,1,65.0,32.36748,-110.7184,Mt. Lemmon's hardest route to date.  Has seen very few ascents despite a lot of attempts by some very talented climbers.   A lot of very difficult and technical climbing packed into roughly 65-70ft.      Bring your power and your skin to play on this one.  Best to work on when its nice and crisp or say goodbye to your fingertips.   ,8 bolts to chain anchors.,5
15132,Hell Comes To Frogtown,Mentor Cave > Virgin River Gorge > The Arizona Strip > Northern Arizona > Arizona,https://www.mountainproject.com/route/109793815/hell-comes-to-frogtown,3.3,Sport,5.13d,1,35.0,36.92085,-113.85713999999999,A brief boulder problem compared to many of the other routes in the VRG.  Long pulls through the first few bolts lead to a very powerful and sustained V9 boulder problem crux.,Six bolts to fixed anchors,3
15273,Fairy Moans,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/113882211/fairy-moans,1.8,Trad,5.7,1,50.0,36.00881,-93.29549,"Moderate climbing. The start is the ""pumpiest"" move that can be easily protected with a #4. Traverse left to the A. H. anchor",#4 is useful at the start.,6
15274,Fat City,Coup D'etat Wall > West Main Bluff > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/105903983/fat-city,3.0,Trad,5.7,1,75.0,35.87522,-93.04864,Climb the slabby face and dihedral to the point where the dihedral crack becomes a chimney.  There~ 1. climb the left side of the chimney to gain the clifftop~ or 2. go right on the face to top out.  I prefer option 1.  Good rock.,"Pro to 3.5"".  Rap off trees or hike to the rap near the Chickenhead Wall or Diet Pepsi.",3
15275,Festering Crabs,VD Wall > Jamestown Crag > Arkansas,https://www.mountainproject.com/route/106407932/festering-crabs,3.0,Trad,5.7,1,90.0,35.6604,-91.7539,Begin in a crack just left of arête~ jog right at the break and go for the top. 60m rope is a must,Will need a full rack mostly small to med gear.,6
15276,Flashbacks,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/108765238/flashbacks,2.3,Trad,5.7,1,40.0,36.00881,-93.29549,Left facing dihedral crack right of Narwhal (the offwidth chimney route).,Standard Rack~ optional #4. There are now anchors up top.,23
15277,Flat Bottom Girls,Coup D'etat Wall > West Main Bluff > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/112494284/flat-bottom-girls,0.5,Trad,5.7,1,60.0,35.87522,-93.04864,Climb up an easy dirty section to reach the acute left-leaning crack with a small roof move. After squirming up and over the ledge run it out to the top.,SR + cord for tree anchor,2
15278,Flying Squirrel,Ren and Stimpy > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/116612443/flying-squirrel,0.5,Trad,5.7,1,40.0,36.0118,-93.2922,Easy dihedral with a few face holds. Gear is ok. ,SR.,2
15279,Follow Me on Social Media,Climbing for Money > Stack Rock > Richland Creek Area > Arkansas,https://www.mountainproject.com/route/113869506/follow-me-on-social-media,2.0,Trad,5.7,1,45.0,35.88536,-92.91046999999999,It is unusual to face climb with passive pro~ so that makes this an excellent route for the cheap climber.  No need for those expensive~ new-fangled spring loaded camming devices.  Passive pro all the way!,Hexagonals~ nuts~ and slings.  Nothing more.,1
15280,Frisbie Golf,Haw Creek East > Haw Creek > Arkansas,https://www.mountainproject.com/route/108892637/frisbie-golf,2.2,Trad,5.7,1,40.0,35.6788,-93.2382,Offwidth left facing corner with lots of face holds requiring no offwidth technique. Kind of a fun little route. Would be awesome if the crack went for a 100 ft. or more.,Bring the big cams( #5 and #6 camalots )plus a few small cams for the horizontals. Bolted anchors are up on the left about 3/4 up the wall.,5
15281,Fun Way,Fun Alley Wall > The Throne Proper > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/107864001/fun-way,2.5,Trad,5.7 PG13,1,50.0,35.87047000000001,-93.05325,The bolts up top (on the boulder above) have been equipped with steel chain and steel biners.,Standard rack.,12
15282,Girth Hitch,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/106098472/girth-hitch,2.4,Sport,5.7,1,45.0,36.00881,-93.29549,This is a steep jug haul route that has a black streak running down the middle of it.,bolts,84
15423,Centerfold,Centerfold Wall > Mt. Magazine Proper > Mount Magazine State Park > Arkansas,https://www.mountainproject.com/route/108609011/centerfold,3.0,Trad,5.8,1,45.0,35.16302,-93.64519,Start behind a large boulder. Stem up past the boulder to a nice crack. Good gear. Mostly face climbing around a crack.,Standard Rack~ optional #4. Bolted anchors.,5
15424,Chica Bonita,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/109567092/chica-bonita,1.5,Sport,5.8,1,20.0,36.00881,-93.29549,Another short route with large holds to the top.,2 bolts to anchor (shares anchor with Chica Bonito),21
15425,Clown Suit,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/110392882/clown-suit,1.4,Trad,5.8,1,40.0,36.00881,-93.29549,Short wide crack. Traverse left for belay tree or traverse right to use Towley anchors.,Big gear down low...#4~ #5. Nuts.,5
15426,Creepy Crawlers,Large Boulder > Jamestown Crag > Arkansas,https://www.mountainproject.com/route/109119275/creepy-crawlers,3.0,Sport,5.8,1,,35.6604,-91.7539,Slopey holds to the top of the boulder.,3 bolts~ 2 Anchors,4
15427,Cruise Control,Crag Central > Mt. Magazine Proper > Mount Magazine State Park > Arkansas,https://www.mountainproject.com/route/106208038/cruise-control,3.1,Trad,5.8,1,45.0,35.162929999999996,-93.64657,Climbs obvious right leaning crack that gets steeper right below the ledge. Everyone climbs this baby. There is even a cam stuck way down in the flake on the lower part of the climb waiting for someone to free it-be my guest!,Nuts/Cams-Anchors on top.,25
15428,Delayed gratification,Wall of Calamity > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/118702548/delayed-gratification,3.0,Sport,5.8,1,35.0,36.0058,-93.28574,The crux is near the top,Bolt to ring anchors,1
15429,Delusions of Grandeur,Psychology Wall > Area 51 > Bigfoot Hollow > Fayetteville Region > Arkansas,https://www.mountainproject.com/route/114064586/delusions-of-grandeur,2.0,Sport,5.8,1,30.0,35.6393,-93.88165,Follow the path of least resistance as you zig zag your way up the route.  Keep right until you gain the ledge and the bolt will be in your face.  Then move up and left to the blunt arete when the holds on the face disappear.  Head up the arete to solid finish jugs and clip the chains.,4 bolts plus 2 bolt anchor with chains,4
15430,Dementor,Box Canyon > North Side > Lake Lincoln > Fayetteville Region > Arkansas,https://www.mountainproject.com/route/112492787/dementor,0.0,Trad,5.8 PG13,1,35.0,36.00189,-94.42529,Follow the thin seam up the dirty~ moss covered wall as you struggle to find gear.  The 1st piece is almost halfway up the route and it isn't exactly solid.  After that~ the gear gets better as the crack opens up a bit but the rock is suspect and a bit crumbly as many pieces have already broken off and some more are ready to break off.  The crux is convincing yourself to climb up the first half of the route with no gear placements available.,Bring small and medium cams.  Traverse left at the top and use the anchors on Tormentor.,1
15431,Designer Causes,Cool Breeze Area > Cave Creek > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/116074287/designer-causes,1.0,Trad,5.8 PG13,1,45.0,35.8439,-93.0574,Rotten start~ probably why its a PG rating. There is a horizontal slot about 20' up. But everything up to it is hollow and flaky. Above is solid chickenhead and plates...good pro. ,Few pieces~ normal rack. The Fennel guide incorrectly states that there is a bolted anchor~ which there is not.  You must build a tree anchor or traverse to the anchors on neighboring routes.,1
15432,Devil's Dance,Metal Wall > Jamestown Crag > Arkansas,https://www.mountainproject.com/route/109782723/devils-dance,2.0,Sport,5.8,1,,35.66664,-91.75815,Easy climbing on jugs and flakes into a slopey end.,5 draws,6
15573,Stiff-Neked Fools,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/107503057/stiff-neked-fools,2.6,"Trad, Sport",5.8+ PG13,1,40.0,36.00881,-93.29549,Previously a trad route exclusively~ this fun route can be climbed by gaining the low ledge and moving up the crescent flake.  Layback the flake and climb the face to the anchors.,6 bolts lead to a two bolt anchor,80
15574,Sweat Beads,Western Chicken Ranch > Stack Rock > Richland Creek Area > Arkansas,https://www.mountainproject.com/route/114174363/sweat-beads,1.0,Trad,5.8+,1,55.0,35.88574000000001,-92.91014,Begin in tight dihedral or pull jugs just to the left  of it. After the end of the short crack follow slopey chicken heads using horizontals for protection.,SR~ Tree anchor,1
15575,The Catholic Boat,Crackhouse Alley > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/109526182/the-catholic-boat,2.4,Trad,5.8+,1,70.0,35.99981,-93.29369,Good hands to some blocky climbing. Finish up a dihedral with wide cups or fists.,"0.5"" to 4""   Rap rings at the top",18
15576,The Danforth Anchor,The Land Beyond > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/108378495/the-danforth-anchor,2.1,Sport,5.8+,1,30.0,36.00982,-93.29337,Just right of Tufantastic. Climb the right side of the chimney~ pulling a roof about half way up.,3 bolts~ 2nd one has a fixed draw. Fixed anchors.,13
15577,The Serpent,The Footstool > Mt. Magazine Proper > Mount Magazine State Park > Arkansas,https://www.mountainproject.com/route/118812856/the-serpent,2.0,Trad,5.8+,2,90.0,35.16284,-93.6456,Head to the roof then traverse right approx 5 feet then to large cedar tree at top and rap off tree.  Says two pitches but can be done in one with a little rope drag,Regular rack,1
15578,Tongue and Groove,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/111109650/tongue-and-groove,1.3,Trad,5.8+,1,45.0,36.00881,-93.29549,Pull the start on Groovy but head straight up the face after clipping the first bolt on Groovy.,1 bolt then finger sized gear. Tree anchor at the top or step right to the Groovy bolted anchor.,4
15579,Too Short for the Short Bus,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/107704543/too-short-for-the-short-bus,2.1,Sport,5.8+,1,35.0,36.00881,-93.29549,A reachy crux at the first bolt~ followed by a slabby 5.6-ish arete to the top-out anchors.  Fun and relaxing.,4 bolts and anchors.,40
15580,Too Thick to Navigate,Blind Man's Bluff > The Throne Proper > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/105906319/too-thick-to-navigate,2.8,Trad,5.8+,1,35.0,35.87054000000001,-93.0526,Climb the vertical hand and fist crack on good rock 35 feet to the top.,"Gear to 3.5 or 4"".  Rap off trees or hike over to the walkdown behind the Throne Proper.",15
15581,Which Way is Up,Fun Alley Wall > The Throne Proper > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/107863980/which-way-is-up,2.4,Trad,5.8+,1,50.0,35.87047000000001,-93.05325,This previously X rated climb has been retro'd with 2 bolts to protect the runout on the last half of the climb and give the route a new G/PG rating. Climb through the small 2ft roof in the middle of this wall~ placing gear until you get just past half way up~ then clip the 2 glue-in bolts. After you top out~ there are anchors on the boulder above and right.,Rack to #2 camalot~ 2 quickdraws for the bolts.,9
15582,wonderwall,North Wall > Stack Rock > Richland Creek Area > Arkansas,https://www.mountainproject.com/route/117516936/wonderwall,2.5,Sport,5.8+,1,50.0,35.8829,-92.9113,From guidebook,loose anchor bolt in 2017,2
15723,First Normal Form,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/105976438/first-normal-form,3.0,Sport,5.9+,1,65.0,36.00881,-93.29549,none listed,none listed,172
15724,Frankenberry,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/107424367/frankenberry,2.4,Sport,5.9+,1,60.0,36.00881,-93.29549,The small roof midway up yields the crux. Near the top~ the bolt line merges with Lion Tamer and uses its anchors.,6 bolts,30
15725,Ghosts of Mississippi,New Roman Wall > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/111109861/ghosts-of-mississippi,1.7,Trad,5.9+,1,35.0,36.00568,-93.28545,Flaring wide crack with a tough move or two near the top.,Gear - a couple finger sized pieces (you could place wide gear if you wanted to). Bolted anchor.,3
15726,Groundhog Day,The Holiday Block > Rock Creek > Cowell/Deer Area > Arkansas,https://www.mountainproject.com/route/114045991/groundhog-day,2.5,Sport,5.9+,1,50.0,35.74229000000001,-93.27289,A bouldery start leads to easier terrain with a pumpy finish. Finish on the diving board.,5 bolts~ 2 anchors,2
15727,Itchy and Scratchy,The Doomsday Wall > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/108381406/itchy-and-scratchy,1.8,Sport,5.9+,1,50.0,36.005559999999996,-93.29739000000001,Nice line past ledges and a bulge to jugs.,5 bolts,18
15728,Legend of Zelda,The Arcade > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/115461310/legend-of-zelda,2.7,Sport,5.9+,1,60.0,36.00314,-93.2947,Climb fun moves on a mild overhang at the start~ to a slight slab above. Finish on the right with a mantel over the ledge~ or left by continuing on the face a bit longer.,7 bolts to mussy hooks,7
15729,Local Hebrew,The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/106098593/local-hebrew,2.5,Sport,5.9+,1,50.0,36.00881,-93.29549,Quite a fun face route with thin climbing up to a bulge in which you pull to gain the anchors.  There is a plate about halfway up the route that is a little loose~ stay off of it.   Someone rated it 5.10 at one point~ but has been downgraded in new guidebook.  Agree with the new rating.,bolts,63
15730,Lonely Lizard,Seed Wall > The Outback > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/106237923/lonely-lizard,2.6,Trad,5.9+,1,60.0,35.88049,-93.04828,Pumpy start leads to rest then traverse slightly left and top out.  Tricky placements.....,Standard pro,5
15731,Man Servant,Mr. Magoo Rock > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/106048554/man-servant,3.3,Sport,5.9+,1,55.0,36.0055,-93.2861,Sustained jug haul on steep rock.,Five bolts and a two bolt anchor.,133
15732,"Meck, Mecke, What's the Difference?",The North Forty > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/107704526/meck-mecke-whats-the-difference,2.4,Sport,5.9+,1,35.0,36.00881,-93.29549,Pull up a gentle overhang on chickenheads and micro-jugs~ with somewhat awkward body positioning.  Sustained with no particular crux.,4 bolts and anchors.,49
15873,Trailer Park Supervisor,Upper Pilots knob > Pilots Knob > Arkansas,https://www.mountainproject.com/route/108604200/trailer-park-supervisor,2.0,Sport,5.10a PG13,1,35.0,36.24113,-93.22524,start the left of the arête trending straight up to the large green rail around the fourth bolt. fixed anchors,draws,1
15874,Twizzler,Nomar Wall > Stack Rock > Richland Creek Area > Arkansas,https://www.mountainproject.com/route/115376728/twizzler,2.0,Trad,5.10a,1,55.0,35.8829,-92.9113,A series of tough moves protected by bolts leads to a break halfway. Shake out and cruise the chickenhead highway to the top. ,2 bolts~ SR~ Bolt anchors,2
